2228410087 800 14
0 51.7718 103.157 153.774 203.243 251.196 297.275 341.137 382.454 420.919 456.244 488.165 516.445 540.873 
561.266 577.473 589.372 596.875 599.926 598.502 592.613 582.304 567.651 548.764 525.784 498.882 468.258 434.142 
396.787 356.473 313.499 268.187 220.875 171.915 121.672 70.5225 18.8465 -32.97 -84.5407 -135.481 -185.41 -233.957 
-280.758 -325.465 -367.744 -407.28 -443.779 -476.967 -506.597 -532.448 -554.328 -572.072 -585.55 -594.66 -599.334 -599.537 
-595.269 -586.56 -573.476 -556.114 -534.604 -509.106 -479.811 -446.937 -410.728 -371.456 -329.414 -284.914 -238.289 -189.886 
-140.067 -89.2036 -37.6745 14.1357 65.8404 117.054 167.395 216.486 263.963 309.471 352.671 393.24 430.876 465.297 
496.248 523.497 546.842 566.107 581.15 591.858 598.15 599.982 597.337 590.237 578.734 562.915 542.896 518.828 
490.89 459.29 424.264 386.074 345.003 301.359 255.468 207.67 158.324 107.797 56.4652 4.71256 -47.0752 -98.5119 
-149.214 -198.803 -246.908 -293.173 -337.25 -378.811 -417.548 -453.169 -485.41 -514.03 -538.816 -559.583 -576.176 -588.471 
-596.377 -599.833 -598.816 -593.332 -583.422 -569.16 -550.653 -528.038 -501.485 -471.19 -437.381 -400.31 -360.252 -317.508 
-272.395 -225.25 -176.424 -126.283 -75.2002 -23.5562 28.2636 79.8725 130.886 180.922 229.61 276.584 321.496 364.009 
403.807 440.593 474.093 504.056 530.259 552.507 570.634 584.504 594.014 599.093 599.704 595.841 587.534 574.844 
557.866 536.727 511.584 482.626 450.067 414.151 375.146 333.342 289.053 242.606 194.351 144.645 93.861 42.3766 
-9.42402 -61.1543 -112.428 -162.864 -212.085 -259.723 -305.425 -348.848 -389.669 -427.583 -462.308 -493.584 -521.179 -544.886 
-564.528 -579.96 -591.066 -597.762 -600 -597.762 -591.066 -579.96 -564.529 -544.886 -521.179 -493.585 -462.308 -427.583 
-389.669 -348.848 -305.425 -259.724 -212.085 -162.865 -112.429 -61.1551 -9.42484 42.3757 93.8602 144.645 194.35 242.606 
289.052 333.342 375.145 414.15 450.066 482.625 511.584 536.727 557.866 574.844 587.534 595.841 599.704 599.094 
594.014 584.504 570.634 552.508 530.26 504.056 474.093 440.594 403.808 364.01 321.496 276.585 229.611 180.923 
130.886 79.8733 28.2644 -23.5554 -75.1994 -126.283 -176.424 -225.249 -272.394 -317.507 -360.252 -400.309 -437.381 -471.19 
-501.484 -528.038 -550.653 -569.16 -583.422 -593.332 -598.816 -599.833 -596.377 -588.471 -576.176 -559.584 -538.817 -514.031 
-485.411 -453.169 -417.548 -378.812 -337.251 -293.173 -246.909 -198.803 -149.215 -98.5127 -47.076 4.71175 56.4644 107.796 
158.323 207.67 255.467 301.359 345.003 386.073 424.264 459.29 490.889 518.828 542.896 562.915 578.734 590.237 
597.337 599.982 598.15 591.858 581.15 566.107 546.842 523.498 496.249 465.298 430.876 393.241 352.672 309.472 
263.964 216.487 167.395 117.055 65.8412 14.1365 -37.6736 -89.2028 -140.067 -189.886 -238.288 -284.913 -329.413 -371.456 
-410.728 -446.936 -479.81 -509.106 -534.604 -556.114 -573.476 -586.56 -595.269 -599.537 -599.334 -594.66 -585.55 -572.073 
-554.328 -532.448 -506.597 -476.967 -443.779 -407.281 -367.745 -325.466 -280.759 -233.957 -185.411 -135.481 -84.5415 -32.9708 
18.8457 70.5217 121.672 171.914 220.874 268.186 313.499 356.472 396.787 434.141 468.258 498.881 525.784 548.764 
567.651 582.304 592.613 598.502 599.926 596.875 589.372 577.473 561.267 540.873 516.446 488.166 456.244 420.919 
382.455 341.138 297.276 251.197 203.244 153.774 103.158 51.7726 0.000817145 -51.771 -103.157 -153.773 -203.242 -251.195 
-297.274 -341.136 -382.454 -420.918 -456.243 -488.165 -516.445 -540.873 -561.266 -577.473 -589.372 -596.875 -599.926 -598.502 
-592.613 -582.304 -567.651 -548.765 -525.784 -498.882 -468.259 -434.142 -396.788 -356.473 -313.5 -268.188 -220.876 -171.916 
-121.673 -70.5233 -18.8473 32.9692 84.5399 135.48 185.409 233.956 280.757 325.464 367.744 407.28 443.778 476.966 
506.596 532.448 554.327 572.072 585.55 594.66 599.334 599.537 595.269 586.56 573.476 556.114 534.604 509.107 
479.811 446.937 410.729 371.457 329.414 284.915 238.29 189.887 140.068 89.2044 37.6753 -14.1349 -65.8396 -117.053 
-167.394 -216.486 -263.963 -309.471 -352.67 -393.239 -430.875 -465.297 -496.248 -523.497 -546.842 -566.107 -581.15 -591.857 
-598.15 -599.982 -597.337 -590.237 -578.735 -562.915 -542.897 -518.829 -490.89 -459.291 -424.265 -386.074 -345.004 -301.36 
-255.469 -207.671 -158.325 -107.797 -56.466 -4.71338 47.0744 98.5111 149.213 198.802 246.908 293.172 337.249 378.811 
417.547 453.168 485.41 514.03 538.816 559.583 576.176 588.471 596.376 599.833 598.816 593.332 583.422 569.16 
550.653 528.039 501.485 471.191 437.382 400.31 360.253 317.508 272.395 225.25 176.425 126.284 75.201 23.557 
-28.2628 -79.8717 -130.885 -180.922 -229.609 -276.584 -321.495 -364.009 -403.807 -440.593 -474.092 -504.056 -530.259 -552.507 
-570.634 -584.504 -594.014 -599.093 -599.704 -595.841 -587.534 -574.844 -557.866 -536.727 -511.585 -482.626 -450.067 -414.152 
-375.147 -333.343 -289.053 -242.607 -194.352 -144.646 -93.8618 -42.3774 9.4232 61.1535 112.428 162.863 212.084 259.722 
305.424 348.847 389.668 427.582 462.307 493.584 521.178 544.885 564.528 579.96 591.065 597.762 600 597.762 
591.066 579.96 564.529 544.886 521.18 493.585 462.309 427.584 389.67 348.849 305.426 259.725 212.086 162.865 
112.43 61.1559 9.42565 -42.3749 -93.8594 -144.644 -194.349 -242.605 -289.051 -333.341 -375.145 -414.15 -450.066 -482.625 
-511.583 -536.726 -557.865 -574.843 -587.533 -595.841 -599.704 -599.094 -594.014 -584.504 -570.634 -552.508 -530.26 -504.057 
-474.094 -440.594 -403.808 -364.01 -321.497 -276.586 -229.611 -180.924 -130.887 -79.8741 -28.2652 23.5546 75.1986 126.282 
176.423 225.248 272.393 317.506 360.251 400.309 437.38 471.189 501.484 528.037 550.652 569.16 583.422 593.332 
598.816 599.833 596.377 588.471 576.177 559.584 538.817 514.031 485.411 453.17 417.549 378.813 337.251 293.174 
246.91 198.804 149.215 98.5135 47.0769 -4.71093 -56.4636 -107.795 -158.322 -207.669 -255.466 -301.358 -345.002 -386.072 
-424.263 -459.289 -490.889 -518.827 -542.896 -562.914 -578.734 -590.237 -597.337 -599.982 -598.151 -591.858 -581.15 -566.108 
-546.843 -523.498 -496.249 -465.298 -430.877 -393.241 -352.672 -309.473 -263.965 -216.488 -167.396 -117.056 -65.8421 -14.1373 
37.6728 89.202 140.066 189.885 238.287 284.913 329.412 371.455 410.727 446.935 479.81 509.105 534.603 556.113 
573.475 586.56 595.269 599.537 599.334 594.66 585.55 572.073 554.328 532.449 506.598 476.968 443.78 407.282 
367.745 325.466 280.759 233.958 185.412 135.482 84.5423 32.9717 -18.8449 -70.5209 -121.671 -171.913 -220.873 -268.186 
-313.498 -356.471 -396.786 -434.141 -468.257 -498.881 -525.783 -548.764 -567.651 -582.304 -592.613 -598.502 -599.926 -596.875 
-589.373 -577.474 -561.267 -540.874 -516.446 -488.166 -456.245 -420.92 -382.456 -341.138 -297.277 -251.197 -203.244 -153.775 
-103.159 -51.7734 -0.00163429 51.7702 103.156 153.772 203.241 251.194 297.274 341.136 382.453 420.918 456.242 488.164 
516.444 540.872 561.266 577.473 589.372 596.875 599.926 598.502 592.613 582.304 567.652 548.765 525.785 498.883 
468.259 434.143 396.788 356.474 313.501 268.189 220.876 171.916 121.674 70.5241 18.8482 -32.9684 -84.539 -135.479 
-185.409 -233.955 -280.756 -325.463 -367.743 -407.279 -443.777 -476.966 -506.596 -532.447 -554.327 -572.072 -585.55 -594.66 
-599.334 -599.537 -595.269 -586.56 -573.476 -556.115 -534.605 -509.107 -479.812 -446.938 -410.73 -371.458 -329.415 -284.915 
-238.29 -189.888 -140.069 -89.2052 -37.6761 14.1341 65.8388 117.052 167.393 216.485 263.962 309.47 352.67 393.239 
430.875 465.296 496.247 523.497 546.841 566.107 581.149 591.857 598.15 599.982 597.337 590.237 578.735 562.915 
542.897 518.829 490.891 459.291 424.265 386.075 345.005 301.361 255.469 207.672 158.326 107.798 56.4668 4.7142 
-47.0736 -98.5103 -149.212 -198.801 -246.907 -293.171 -337.248 -378.81 -417.546 -453.168 -485.409 -514.03 -538.816 -559.583 
-576.176 -588.471 -596.376 -599.833 -598.816 -593.332 -583.422 -569.161 -550.654 -528.039 -501.485 -471.191 -437.382 -400.311 
-360.254 -317.509 -272.396 -225.251 -176.426 -126.285 -75.2019 -23.5578 28.2619 79.8709 130.884 180.921 229.608 276.583 
321.494 364.008 403.806 440.592 474.092 504.055 530.258 552.507 570.633 584.504 594.014 599.093 599.704 595.841 
587.534 574.844 557.867 536.728 511.585 482.627 450.068 414.152 375.147 333.344 289.054 242.608 194.352 144.647 
93.8627 42.3782 -9.42238 -61.1527 -112.427 -162.862 -212.083 -259.722 -305.423 -348.846 -389.667 -427.582 -462.307 -493.583 
-521.178 -544.885 -564.528 -579.96 -591.065 -597.762 -600 -597.762 -591.066 -579.961 -564.529 -544.887 -521.18 -493.585 
-462.309 -427.585 -389.67 -348.85 -305.427 -259.725 -212.087 -162.866 -112.431 -61.1567 -9.42647 42.3741 93.8586 144.643 
194.348 242.604 289.05 333.34 375.144 414.149 450.065 482.624 511.583 536.726 557.865 574.843 587.533 595.841 
599.704 599.094 594.014 584.505 570.635 552.508 530.26 504.057 474.094 440.595 403.809 364.011 321.498 276.587 
229.612 180.925 130.888 79.8749 28.266 -23.5537 -75.1978 -126.281 -176.422 -225.247 -272.392 -317.506 -360.25 -400.308 
-437.38 -471.189 -501.483 -528.037 -550.652 -569.159 -583.421 -593.332 -598.816 -599.833 -596.377 -588.472 -576.177 -559.584 
-538.818 -514.032 -485.411 -453.171 -417.549 -378.813 -337.252 -293.175 -246.911 -198.805 -149.216 -98.5143 -47.0777 4.71011 
